Unnamed: 0,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs),car_age,price_per_km
401,2018 Toyota Fortuner 2.8 4WD MT,2018,Third Party insurance,Diesel,7,56000,First Owner,Manual,2018,14.24,2755.0,2755.0,1745.0,27.5,0,1.9311797752808988
402,2018 Hyundai Grand i10 1.2 Kappa Asta,2018,Comprehensive,Petrol,5,40427,First Owner,Manual,2018,18.9,1197.0,1197.0,8186.0,5.36,0,0.2835978835978836
403,2019 Maruti Ciaz 1.4 Delta,2019,Third Party insurance,Petrol,5,54213,First Owner,Manual,2019,20.73,1373.0,1373.0,911.0,7.9,0,0.3810902074288471
405,2011 Toyota Corolla Altis G,2011,Third Party insurance,Petrol,5,85000,Second Owner,Manual,2011,14.53,1798.0,1798.0,1381.0,2.75,0,0.18926359256710257
406,2016 Toyota Innova Crysta 2.4 G MT 8 STR,2016,Comprehensive,Diesel,8,91000,Second Owner,Manual,2016,13.68,2393.0,2393.0,14751.0,12.0,0,0.8771929824561404
407,2016 Hyundai Grand i10 Sportz,2016,Third Party insurance,Petrol,5,47000,First Owner,Manual,2016,18.9,1197.0,1197.0,82.0,3.85,0,0.20370370370370372
408,2015 Honda City i VTEC CVT VX,2015,Comprehensive,Petrol,5,54630,First Owner,Automatic,2015,18.0,1497.0,1497.0,1173.0,6.86,0,0.3811111111111111
409,2015 Audi Q7 45 TDI Quattro Technology,2016,Comprehensive,Diesel,7,72222,Second Owner,Automatic,2015,14.75,2967.0,2967.0,245.0,34.9,1,2.3661016949152542
410,2019 Honda City i-VTEC CVT ZX,2020,Comprehensive,Petrol,5,41116,First Owner,Automatic,2019,18.0,1497.0,1497.0,1176.0,10.39,1,0.5772222222222223
411,2019 Land Rover Range Rover Sport 2.0 Petrol SE,2019,Zero Dep,Petrol,5,4000,First Owner,Automatic,2019,12.65,1997.0,1997.0,29636.0,1.1,0,0.08695652173913045
412,2017 Jaguar XJ 2.0L Portfolio,2017,Comprehensive,Petrol,5,20000,First Owner,Automatic,2017,9.43,1999.0,1999.0,2374.0,69.0,0,7.317073170731708
413,2021 Tata Altroz XZ Plus BSVI,2023,Comprehensive,Petrol,5,29502,First Owner,Manual,2021,19.33,1199.0,1199.0,8683.0,7.56,2,0.39110191412312467
414,2014 BMW X5 xDrive 30d M Sport,2014,Comprehensive,Diesel,5,132501,First Owner,Automatic,2014,15.97,2993.0,2993.0,258.0,12.21,0,0.7645585472761428
415,2017 Mercedes-Benz E-Class E250 CDI Avantgarde,2017,Comprehensive,Diesel,5,35000,First Owner,Automatic,2017,13.0,2143.0,2143.0,204.0,23.9,0,1.8384615384615384
416,2017 Honda WR-V i-DTEC VX,2017,Comprehensive,Diesel,5,56458,Second Owner,Manual,2017,25.5,1498.0,1498.0,986.0,5.71,0,0.22392156862745097
417,2018 Maruti Ciaz 1.4 AT Alpha,2018,Comprehensive,Petrol,5,50000,First Owner,Automatic,2018,19.12,1373.0,1373.0,911.0,7.25,0,0.37918410041841
418,2018 Maruti Baleno 1.2 Zeta,2018,Comprehensive,Petrol,5,61657,First Owner,Manual,2018,21.4,1197.0,1197.0,831.0,5.93,0,0.27710280373831775
420,2017 Maruti Ciaz 1.4 Zeta,2017,Third Party insurance,Petrol,5,67000,First Owner,Manual,2017,20.73,1373.0,1373.0,911.0,6.25,0,0.3014954172696575
421,2016 Hyundai i20 Sportz 1.2,2016,Comprehensive,Petrol,5,104948,First Owner,Manual,2016,18.6,1197.0,1197.0,8183.0,4.61,0,0.24784946236559138
422,2017 Jaguar XJ 2.0L Portfolio,2017,Comprehensive,Petrol,5,20000,First Owner,Automatic,2017,9.43,1999.0,1999.0,2374.0,52.0,0,5.514316012725345
424,2014 Mercedes-Benz M-Class ML 350 CDI,2014,Comprehensive,Diesel,5,154000,Second Owner,Automatic,2014,11.74,2987.0,2987.0,2548.0,17.5,0,1.4906303236797274
425,2016 Toyota Camry 2.5 Hybrid,2016,Comprehensive,Petrol,5,46000,First Owner,Automatic,2016,19.16,2494.0,2494.0,1577.0,20.5,0,1.0699373695198329
426,2015 Honda City i VTEC E,2015,Comprehensive,Petrol,5,90000,First Owner,Manual,2015,1497.0,1173.0,1173.0,145.0,5.65,0,0.003774215096860388
427,2016 Hyundai Grand i10 Sportz,2016,Third Party insurance,Petrol,5,47000,First Owner,Manual,2016,18.9,1197.0,1197.0,82.0,3.85,0,0.20370370370370372
428,2015 Honda City i VTEC CVT VX,2015,Comprehensive,Petrol,5,54630,First Owner,Automatic,2015,18.0,1497.0,1497.0,1173.0,6.86,0,0.3811111111111111
429,2015 Audi Q7 45 TDI Quattro Technology,2016,Comprehensive,Diesel,7,72222,Second Owner,Automatic,2015,14.75,2967.0,2967.0,245.0,34.9,1,2.3661016949152542
430,2019 Honda City i-VTEC CVT ZX,2020,Comprehensive,Petrol,5,41116,First Owner,Automatic,2019,18.0,1497.0,1497.0,1176.0,10.39,1,0.5772222222222223
431,2019 Land Rover Range Rover Sport 2.0 Petrol SE,2019,Zero Dep,Petrol,5,4000,First Owner,Automatic,2019,12.65,1997.0,1997.0,29636.0,1.1,0,0.08695652173913045
432,2017 Jaguar XJ 2.0L Portfolio,2017,Comprehensive,Petrol,5,20000,First Owner,Automatic,2017,9.43,1999.0,1999.0,2374.0,69.0,0,7.317073170731708
433,2021 Tata Altroz XZ Plus BSVI,2023,Comprehensive,Petrol,5,29502,First Owner,Manual,2021,19.33,1199.0,1199.0,8683.0,7.56,2,0.39110191412312467
434,2014 BMW X5 xDrive 30d M Sport,2014,Comprehensive,Diesel,5,132501,First Owner,Automatic,2014,15.97,2993.0,2993.0,258.0,12.21,0,0.7645585472761428
435,2017 Mercedes-Benz E-Class E250 CDI Avantgarde,2017,Comprehensive,Diesel,5,35000,First Owner,Automatic,2017,13.0,2143.0,2143.0,204.0,23.9,0,1.8384615384615384
436,2017 Honda WR-V i-DTEC VX,2017,Comprehensive,Diesel,5,56458,Second Owner,Manual,2017,25.5,1498.0,1498.0,986.0,5.71,0,0.22392156862745097
437,2018 Maruti Ciaz 1.4 AT Alpha,2018,Comprehensive,Petrol,5,50000,First Owner,Automatic,2018,19.12,1373.0,1373.0,911.0,7.25,0,0.37918410041841
438,2018 Maruti Baleno 1.2 Zeta,2018,Comprehensive,Petrol,5,61657,First Owner,Manual,2018,21.4,1197.0,1197.0,831.0,5.93,0,0.27710280373831775
440,2017 Maruti Ciaz 1.4 Zeta,2017,Third Party insurance,Petrol,5,67000,First Owner,Manual,2017,20.73,1373.0,1373.0,911.0,6.25,0,0.3014954172696575
441,2016 Hyundai i20 Sportz 1.2,2016,Comprehensive,Petrol,5,104948,First Owner,Manual,2016,18.6,1197.0,1197.0,8183.0,4.61,0,0.24784946236559138
442,2017 Jaguar XJ 2.0L Portfolio,2017,Comprehensive,Petrol,5,20000,First Owner,Automatic,2017,9.43,1999.0,1999.0,2374.0,52.0,0,5.514316012725345
444,2014 Mercedes-Benz M-Class ML 350 CDI,2014,Comprehensive,Diesel,5,154000,Second Owner,Automatic,2014,11.74,2987.0,2987.0,2548.0,17.5,0,1.4906303236797274
445,2016 Toyota Camry 2.5 Hybrid,2016,Comprehensive,Petrol,5,46000,First Owner,Automatic,2016,19.16,2494.0,2494.0,1577.0,20.5,0,1.0699373695198329
446,2015 Honda City i VTEC E,2015,Comprehensive,Petrol,5,90000,First Owner,Manual,2015,1497.0,1173.0,1173.0,145.0,5.65,0,0.003774215096860388
447,2020 Audi A3 35 TDI Premium Plus,2020,Comprehensive,Diesel,5,39000,Second Owner,Automatic,2020,20.38,1968.0,1968.0,143.0,22.5,0,1.1040235525024535
448,2017 Hyundai Creta 1.6 VTVT AT SX Plus,2017,Comprehensive,Petrol,5,64727,First Owner,Automatic,2017,13.0,1591.0,1591.0,1213.0,9.87,0,0.7592307692307692
449,2018 Hyundai i20 Active 1.4 S,2018,Third Party insurance,Diesel,5,65000,First Owner,Manual,2018,21.19,1396.0,1396.0,8873.0,6.5,0,0.3067484662576687
450,2013 Honda Brio S MT,2013,Third Party,Petrol,5,44636,Second Owner,Manual,2013,19.4,1198.0,1198.0,868.0,2.63,0,0.13556701030927837
451,2015 Toyota Fortuner 4x2 AT,2015,Comprehensive,Diesel,7,100000,Second Owner,Automatic,2015,12.55,2982.0,2982.0,1685.0,15.5,0,1.2350597609561753
452,2021 Mercedes-Benz C-Class Progressive C 220d,2021,Zero Dep,Diesel,5,23616,First Owner,Automatic,2021,12.6,1950.0,1950.0,194.0,43.9,0,3.484126984126984
453,2014 Hyundai Xcent 1.2 Kappa S,2014,Comprehensive,Petrol,5,107682,First Owner,Manual,2014,19.1,1197.0,1197.0,82.0,3.39,0,0.17748691099476438
454,2022 Mercedes-Benz AMG GLA 35 4MATIC,2022,Third Party,Petrol,5,9500,First Owner,Automatic,2022,1991.0,30173.0,30173.0,400.0,56.5,0,0.02837769964841788
455,2019 Land Rover Discovery Sport Petrol HSE 7S,2019,Comprehensive,Petrol,7,47500,First Owner,Automatic,2019,12.81,1997.0,1997.0,23736.0,43.0,0,3.3567525370804057
456,2011 Volkswagen Polo Petrol Highline 1.2L,2011,Comprehensive,Petrol,5,101914,Second Owner,Manual,2011,16.47,1198.0,1198.0,739.0,2.59,0,0.1572556162720097
457,2023 Hyundai Grand i10 Nios Magna BSVI,2023,Comprehensive,Petrol,5,620,First Owner,Manual,2023,1197.0,8180.0,8180.0,1138.0,6.65,0,0.005555555555555556
458,2019 Maruti Baleno Alpha,2019,Comprehensive,Petrol,5,45507,First Owner,Manual,2019,21.01,1197.0,1197.0,8180.0,6.49,0,0.3089005235602094
459,2015 Audi A8 L 3.0 TDI quattro,2015,Comprehensive,Diesel,4,58000,First Owner,Automatic,2015,16.77,2967.0,2967.0,24674.0,29.75,0,1.7740011926058439
460,2022 Mercedes-Benz S-Class S 350d BSVI,2022,Comprehensive,Diesel,5,7000,First Owner,Automatic,2022,2925.0,28161.0,28161.0,600.0,1.55,0,0.0005299145299145299
461,2015 Ford Ecosport 1.5 Ti VCT AT Titanium,2015,Comprehensive,Petrol,5,74095,Second Owner,Automatic,2015,16.5,1499.0,1499.0,110.0,5.37,0,0.32545454545454544
462,2022 BMW X3 xDrive30i M Sport,2022,Zero Dep,Petrol,5,8450,First Owner,Automatic,2022,19.0,5.0,5.0,,71.9,0,3.78421052631579
463,2018 Mercedes-Benz S-Class Maybach S500,2018,Comprehensive,Petrol,4,40000,First Owner,Automatic,2018,7.81,4663.0,4663.0,459.0,1.09,0,0.13956466069142126
464,2010 Maruti Alto 800 LXi BSIII,2010,Comprehensive,Petrol,5,77684,Second Owner,Manual,2010,796.0,463.0,463.0,62.0,1.54,0,0.001934673366834171
465,2021 Audi Q5 Technology BSVI,2022,Third Party insurance,Petrol,5,22900,First Owner,Automatic,2021,13.47,1984.0,1984.0,24559.0,54.8,1,4.06829992576095
467,2022 Mercedes-Benz GLS 400d 4MATIC,2022,Comprehensive,Diesel,7,19000,Second Owner,Automatic,2022,2925.0,3258640000000.0,3258640000000.0,700.0,1.15,0,0.0003931623931623931
468,2014 Hyundai Grand i10 Sportz,2014,Comprehensive,Petrol,5,74846,Second Owner,Manual,2014,18.9,1197.0,1197.0,82.0,3.1,0,0.16402116402116404
469,2022 Toyota Glanza S,2022,Comprehensive,Petrol,5,4500,First Owner,Manual,2022,22.35,1197.0,1197.0,8850.0,7.55,0,0.3378076062639821
470,2012 Hyundai i20 Magna,2012,Comprehensive,Petrol,5,97722,Third Owner,Manual,2012,18.5,1197.0,1197.0,805200.0,2.27,0,0.1227027027027027
471,2023 Jeep Wrangler Rubicon,2023,Third Party insurance,Petrol,5,9000,First Owner,Automatic,2023,12.1,1998.0,1998.0,26530.0,70.0,0,5.785123966942149
472,2020 Mercedes-Benz AMG GLE 53 Coupe,2020,Third Party,Petrol,5,19000,First Owner,Automatic,2020,8.9,2999.0,2999.0,435.0,78.99,0,8.875280898876403
473,2015 Honda City i VTEC CVT VX,2015,Comprehensive,Petrol,5,79683,First Owner,Automatic,2015,18.0,1497.0,1497.0,1173.0,6.35,0,0.35277777777777775
474,2022 Maruti Swift Dzire VXI AT,2022,Comprehensive,Petrol,5,26000,First Owner,Automatic,2022,22.61,1197.0,1197.0,8850.0,7.95,0,0.35161432994250336
475,2016 BMW X1 sDrive 20d xLine,2016,Third Party insurance,Diesel,5,70000,Second Owner,Automatic,2016,20.68,1995.0,1995.0,188.0,15.5,0,0.7495164410058027
476,2019 Kia Seltos GTX Plus DCT,2019,Comprehensive,Petrol,5,85540,First Owner,Automatic,2019,16.5,1353.0,1353.0,13808.0,13.86,0,0.84
478,2019 Maruti Baleno Alpha,2019,Comprehensive,Petrol,5,50170,First Owner,Manual,2019,21.01,1197.0,1197.0,8180.0,6.87,0,0.32698714897667774
479,2020 BMW X7 xDrive30d DPE Signature,2020,Comprehensive,Diesel,7,44000,First Owner,Automatic,2020,13.38,2993.0,2993.0,26150.0,98.5,0,7.361733931240657
480,2022 Mercedes-Benz C-Class Progressive C 220d,2022,Comprehensive,Diesel,5,4000,First Owner,Automatic,2022,12.6,1950.0,1950.0,194.0,56.75,0,4.503968253968254
481,2015 Maruti Wagon R VXi BSII,2015,Comprehensive,Petrol,5,37163,Second Owner,Manual,2015,998.0,671.0,671.0,90.0,3.18,0,0.003186372745490982
482,2022 MG Hector Sharp CVT,2022,Third Party insurance,Petrol,5,21003,First Owner,Automatic,2022,1451.0,141.0,141.0,250.0,18.75,0,0.012922122674017919
483,2018 BMW X3 xDrive 20d Luxury Line,2018,Comprehensive,Diesel,5,49000,First Owner,Automatic,2018,16.55,1995.0,1995.0,1877.0,39.0,0,2.3564954682779455
484,2011 Maruti A-Star AT VXI,2011,Comprehensive,Petrol,5,89057,Second Owner,Automatic,2011,16.98,998.0,998.0,661.0,2.26,0,0.13309776207302706
485,2021 Mercedes-Benz C-Class Progressive C 200,2021,Comprehensive,Petrol,5,12000,First Owner,Automatic,2021,11.9,1950.0,1950.0,20115.0,44.5,0,3.7394957983193278
486,2022 Maruti Vitara Brezza VXI AT,2022,Comprehensive,Petrol,5,11000,First Owner,Automatic,2022,18.76,1462.0,1462.0,10326.0,9.99,0,0.5325159914712153
487,2022 Mercedes-Benz GLS 400d 4MATIC,2022,Comprehensive,Diesel,7,19000,Second Owner,Automatic,2022,2925.0,3258640000000.0,3258640000000.0,700.0,1.15,0,0.0003931623931623931
488,2014 Hyundai Grand i10 Sportz,2014,Comprehensive,Petrol,5,74846,Second Owner,Manual,2014,18.9,1197.0,1197.0,82.0,3.1,0,0.16402116402116404
489,2022 Toyota Glanza S,2022,Comprehensive,Petrol,5,4500,First Owner,Manual,2022,22.35,1197.0,1197.0,8850.0,7.55,0,0.3378076062639821
490,2012 Hyundai i20 Magna,2012,Comprehensive,Petrol,5,97722,Third Owner,Manual,2012,18.5,1197.0,1197.0,805200.0,2.27,0,0.1227027027027027
491,2023 Jeep Wrangler Rubicon,2023,Third Party insurance,Petrol,5,9000,First Owner,Automatic,2023,12.1,1998.0,1998.0,26530.0,70.0,0,5.785123966942149
492,2020 Mercedes-Benz AMG GLE 53 Coupe,2020,Third Party,Petrol,5,19000,First Owner,Automatic,2020,8.9,2999.0,2999.0,435.0,78.99,0,8.875280898876403
493,2015 Honda City i VTEC CVT VX,2015,Comprehensive,Petrol,5,79683,First Owner,Automatic,2015,18.0,1497.0,1497.0,1173.0,6.35,0,0.35277777777777775
494,2022 Maruti Swift Dzire VXI AT,2022,Comprehensive,Petrol,5,26000,First Owner,Automatic,2022,22.61,1197.0,1197.0,8850.0,7.95,0,0.35161432994250336
495,2016 BMW X1 sDrive 20d xLine,2016,Third Party insurance,Diesel,5,70000,Second Owner,Automatic,2016,20.68,1995.0,1995.0,188.0,15.5,0,0.7495164410058027
496,2019 Kia Seltos GTX Plus DCT,2019,Comprehensive,Petrol,5,85540,First Owner,Automatic,2019,16.5,1353.0,1353.0,13808.0,13.86,0,0.84
498,2019 Maruti Baleno Alpha,2019,Comprehensive,Petrol,5,50170,First Owner,Manual,2019,21.01,1197.0,1197.0,8180.0,6.87,0,0.32698714897667774
499,2020 BMW X7 xDrive30d DPE Signature,2020,Comprehensive,Diesel,7,44000,First Owner,Automatic,2020,13.38,2993.0,2993.0,26150.0,98.5,0,7.361733931240657
500,2022 Mercedes-Benz C-Class Progressive C 220d,2022,Comprehensive,Diesel,5,4000,First Owner,Automatic,2022,12.6,1950.0,1950.0,194.0,56.75,0,4.503968253968254
501,2015 Maruti Wagon R VXi BSII,2015,Comprehensive,Petrol,5,37163,Second Owner,Manual,2015,998.0,671.0,671.0,90.0,3.18,0,0.003186372745490982
502,2022 MG Hector Sharp CVT,2022,Third Party insurance,Petrol,5,21003,First Owner,Automatic,2022,1451.0,141.0,141.0,250.0,18.75,0,0.012922122674017919
503,2018 BMW X3 xDrive 20d Luxury Line,2018,Comprehensive,Diesel,5,49000,First Owner,Automatic,2018,16.55,1995.0,1995.0,1877.0,39.0,0,2.3564954682779455
504,2011 Maruti A-Star AT VXI,2011,Comprehensive,Petrol,5,89057,Second Owner,Automatic,2011,16.98,998.0,998.0,661.0,2.26,0,0.13309776207302706
505,2021 Mercedes-Benz C-Class Progressive C 200,2021,Comprehensive,Petrol,5,12000,First Owner,Automatic,2021,11.9,1950.0,1950.0,20115.0,44.5,0,3.7394957983193278
506,2022 Maruti Vitara Brezza VXI AT,2022,Comprehensive,Petrol,5,11000,First Owner,Automatic,2022,18.76,1462.0,1462.0,10326.0,9.99,0,0.5325159914712153
507,2016 Honda City i VTEC VX Option BL,2016,Comprehensive,Petrol,5,72692,First Owner,Manual,2016,17.8,1497.0,1497.0,1173.0,6.85,0,0.38483146067415724
508,2016 Ford Ecosport 1.5 Ti VCT AT Titanium BSIV,2016,Comprehensive,Petrol,5,47463,Second Owner,Automatic,2016,15.63,1499.0,1499.0,1104.0,6.33,0,0.40499040307101725
509,2022 Mercedes-Benz GLC 200,2022,Zero Dep,Petrol,5,7651,First Owner,Automatic,2022,12.74,1991.0,1991.0,197.0,61.0,0,4.788069073783359
510,2014 Honda City i VTEC VX,2014,Comprehensive,Petrol,5,69348,First Owner,Manual,2014,17.8,1497.0,1497.0,1173.0,6.19,0,0.34775280898876404
511,2016 Jaguar XJ 3.0L Portfolio,2016,Comprehensive,Diesel,5,40000,First Owner,Automatic,2016,14.47,2993.0,2993.0,30173.0,32.5,0,2.2460262612301314
512,2020 Land Rover Range Rover Velar P250 R-Dynamic SE,2020,Comprehensive,Petrol,5,18000,First Owner,Automatic,2020,15.8,1997.0,1997.0,247.0,80.0,0,5.063291139240506
513,2011 Toyota Etios G,2011,Comprehensive,Petrol,5,51710,First Owner,Manual,2011,,,,,2.48,0,
515,2016 Mercedes-Benz GLS 350d 4MATIC,2016,Comprehensive,Diesel,7,84000,First Owner,Automatic,2016,11.0,2987.0,2987.0,258.0,46.21,0,4.200909090909091
516,2013 Maruti Wagon R VXi BSII,2013,Comprehensive,Petrol,5,62411,First Owner,Manual,2013,998.0,671.0,671.0,90.0,2.9,0,0.002905811623246493
517,2022 Maruti Brezza Zxi Plus BSVI,2022,Third Party insurance,Petrol,5,22711,First Owner,Manual,2022,19.89,1462.0,1462.0,10165.0,11.35,0,0.5706385118149824
518,2014 Hyundai Grand i10 Sportz,2014,Comprehensive,Petrol,5,90576,First Owner,Manual,2014,18.9,1197.0,1197.0,82.0,3.37,0,0.17830687830687833
519,2018 Mercedes-Benz E-Class E 350d,2018,Comprehensive,Diesel,5,44000,First Owner,Automatic,2018,17.0,2987.0,2987.0,2548.0,44.0,0,2.588235294117647
520,2017 Maruti Swift LXI Option,2017,Comprehensive,Petrol,5,49000,First Owner,Manual,2017,1197.0,8180.0,8180.0,113.0,4.25,0,0.0035505430242272346
521,2019 Hyundai Venue SX Turbo,2020,Comprehensive,Petrol,5,40678,First Owner,Manual,2019,18.27,998.0,998.0,11835.0,9.24,1,0.5057471264367817
522,2012 Maruti Wagon R LX BS IV,2012,Comprehensive,Petrol,5,32000,First Owner,Manual,2012,998.0,6704.0,6704.0,90.0,2.2,0,0.002204408817635271
523,2020 Maruti Ertiga ZXI Plus,2020,Comprehensive,Petrol,7,27500,First Owner,Manual,2020,19.01,1462.0,1462.0,10326.0,10.5,0,0.5523408732246186
524,2018 Hyundai i20 Sportz 1.2,2018,Comprehensive,Petrol,5,92539,First Owner,Manual,2018,18.6,1197.0,1197.0,8183.0,5.28,0,0.2838709677419355
525,2021 BMW 3 Series Gran Limousine 330Li M Sport First Edition,2021,Comprehensive,Petrol,5,21000,First Owner,Automatic,2021,15.3,1998.0,1998.0,25479.0,48.0,0,3.1372549019607843
526,2020 Maruti Baleno 1.2 Zeta,2020,Comprehensive,Petrol,5,6000,First Owner,Manual,2020,21.4,1197.0,1197.0,831.0,6.95,0,0.3247663551401869
527,2016 Honda City i VTEC VX Option BL,2016,Comprehensive,Petrol,5,72692,First Owner,Manual,2016,17.8,1497.0,1497.0,1173.0,6.85,0,0.38483146067415724
528,2016 Ford Ecosport 1.5 Ti VCT AT Titanium BSIV,2016,Comprehensive,Petrol,5,47463,Second Owner,Automatic,2016,15.63,1499.0,1499.0,1104.0,6.33,0,0.40499040307101725
529,2022 Mercedes-Benz GLC 200,2022,Zero Dep,Petrol,5,7651,First Owner,Automatic,2022,12.74,1991.0,1991.0,197.0,61.0,0,4.788069073783359
530,2014 Honda City i VTEC VX,2014,Comprehensive,Petrol,5,69348,First Owner,Manual,2014,17.8,1497.0,1497.0,1173.0,6.19,0,0.34775280898876404
531,2016 Jaguar XJ 3.0L Portfolio,2016,Comprehensive,Diesel,5,40000,First Owner,Automatic,2016,14.47,2993.0,2993.0,30173.0,32.5,0,2.2460262612301314
532,2020 Land Rover Range Rover Velar P250 R-Dynamic SE,2020,Comprehensive,Petrol,5,18000,First Owner,Automatic,2020,15.8,1997.0,1997.0,247.0,80.0,0,5.063291139240506
533,2011 Toyota Etios G,2011,Comprehensive,Petrol,5,51710,First Owner,Manual,2011,,,,,2.48,0,
535,2016 Mercedes-Benz GLS 350d 4MATIC,2016,Comprehensive,Diesel,7,84000,First Owner,Automatic,2016,11.0,2987.0,2987.0,258.0,46.21,0,4.200909090909091
536,2013 Maruti Wagon R VXi BSII,2013,Comprehensive,Petrol,5,62411,First Owner,Manual,2013,998.0,671.0,671.0,90.0,2.9,0,0.002905811623246493
537,2022 Maruti Brezza Zxi Plus BSVI,2022,Third Party insurance,Petrol,5,22711,First Owner,Manual,2022,19.89,1462.0,1462.0,10165.0,11.35,0,0.5706385118149824
538,2014 Hyundai Grand i10 Sportz,2014,Comprehensive,Petrol,5,90576,First Owner,Manual,2014,18.9,1197.0,1197.0,82.0,3.37,0,0.17830687830687833
539,2018 Mercedes-Benz E-Class E 350d,2018,Comprehensive,Diesel,5,44000,First Owner,Automatic,2018,17.0,2987.0,2987.0,2548.0,44.0,0,2.588235294117647
540,2017 Maruti Swift LXI Option,2017,Comprehensive,Petrol,5,49000,First Owner,Manual,2017,1197.0,8180.0,8180.0,113.0,4.25,0,0.0035505430242272346
541,2019 Hyundai Venue SX Turbo,2020,Comprehensive,Petrol,5,40678,First Owner,Manual,2019,18.27,998.0,998.0,11835.0,9.24,1,0.5057471264367817
542,2012 Maruti Wagon R LX BS IV,2012,Comprehensive,Petrol,5,32000,First Owner,Manual,2012,998.0,6704.0,6704.0,90.0,2.2,0,0.002204408817635271
543,2020 Maruti Ertiga ZXI Plus,2020,Comprehensive,Petrol,7,27500,First Owner,Manual,2020,19.01,1462.0,1462.0,10326.0,10.5,0,0.5523408732246186
544,2018 Hyundai i20 Sportz 1.2,2018,Comprehensive,Petrol,5,92539,First Owner,Manual,2018,18.6,1197.0,1197.0,8183.0,5.28,0,0.2838709677419355
545,2021 BMW 3 Series Gran Limousine 330Li M Sport First Edition,2021,Comprehensive,Petrol,5,21000,First Owner,Automatic,2021,15.3,1998.0,1998.0,25479.0,48.0,0,3.1372549019607843
546,2020 Maruti Baleno 1.2 Zeta,2020,Comprehensive,Petrol,5,6000,First Owner,Manual,2020,21.4,1197.0,1197.0,831.0,6.95,0,0.3247663551401869
547,2022 Mahindra XUV700 AX7 AT Luxury Pack,2022,Comprehensive,Petrol,7,5000,First Owner,Automatic,2022,1999.0,19713.0,19713.0,380.0,26.5,0,0.013256628314157078
548,2019 Tata Tiago XZ Plus,2019,Comprehensive,Petrol,5,16570,First Owner,Manual,2019,23.84,1199.0,1199.0,8383.0,5.23,0,0.2193791946308725
549,2022 Maruti Wagon R VXI,2022,Comprehensive,Petrol,5,11000,First Owner,Manual,2022,21.79,998.0,998.0,6705.0,5.75,0,0.2638825149150987
550,2017 Honda WR-V i-VTEC VX,2017,Comprehensive,Petrol,5,39791,First Owner,Manual,2017,17.5,1199.0,1199.0,887.0,6.92,0,0.3954285714285714
551,2017 Mahindra XUV500 W8 2WD,2017,Comprehensive,Diesel,7,138000,First Owner,Manual,2017,16.0,2179.0,2179.0,140.0,6.95,0,0.434375
552,2023 Mercedes-Benz G G 63 AMG,2023,Comprehensive,Petrol,5,3000,First Owner,Automatic,2023,8.13,3982.0,3982.0,57663.0,4.0,0,0.49200492004920043
553,2012 Maruti Swift Dzire LXI,2012,Comprehensive,Petrol,5,94176,First Owner,Manual,2012,1197.0,8850.0,8850.0,113.0,2.67,0,0.002230576441102757
554,2023 Porsche Cayenne 3.6 S Platinum Edition,2023,Comprehensive,Petrol,5,11000,First Owner,Automatic,2023,12.5,3604.0,3604.0,420.0,1.47,0,0.1176
555,2019 Kia Seltos GTK,2019,Comprehensive,Petrol,5,30000,First Owner,Manual,2019,16.1,1353.0,1353.0,138.0,13.25,0,0.8229813664596273
556,2021 Volkswagen Taigun 1.5 TSI GT BSVI,2022,Comprehensive,Petrol,5,49594,First Owner,Manual,2021,18.47,1498.0,1498.0,14751.0,13.37,1,0.723876556578235
557,2012 Volkswagen Polo Petrol Comfortline 1.2L,2012,Comprehensive,Petrol,5,60000,First Owner,Manual,2012,16.47,1198.0,1198.0,739.0,2.7,0,0.1639344262295082
558,2015 Honda Brio S MT,2016,Comprehensive,Petrol,5,76441,First Owner,Manual,2015,19.4,1198.0,1198.0,868.0,3.26,1,0.16804123711340208
559,2014 Mercedes-Benz M-Class ML 350 CDI,2014,Third Party insurance,Diesel,5,75000,Second Owner,Automatic,2014,11.74,2987.0,2987.0,2548.0,17.75,0,1.5119250425894377
560,2017 Maruti Wagon R VXI AMT,2017,Comprehensive,Petrol,5,53000,First Owner,Automatic,2017,21.79,998.0,998.0,6705.0,3.95,0,0.1812758145938504
561,2017 Hyundai Creta 1.6 Gamma SX Plus,2017,Comprehensive,Petrol,5,56572,First Owner,Manual,2017,15.29,1591.0,1591.0,1213.0,9.31,0,0.6088947024198823
562,2018 Maruti Baleno Alpha,2018,Comprehensive,Petrol,5,27210,First Owner,Manual,2018,21.01,1197.0,1197.0,8180.0,6.0,0,0.2855782960495002
563,2017 Mercedes-Benz GLE 400 4MATIC,2017,Comprehensive,Petrol,5,56000,First Owner,Automatic,2017,9.7,2996.0,2996.0,32855.0,45.75,0,4.716494845360825
564,2014 Hyundai i20 Asta 1.2,2014,Comprehensive,Petrol,5,62677,First Owner,Manual,2014,18.6,1197.0,1197.0,8183.0,4.92,0,0.264516129032258
565,2023 Maruti Baleno Delta,2023,Comprehensive,Petrol,5,18000,First Owner,Manual,2023,22.35,1197.0,1197.0,8850.0,7.5,0,0.3355704697986577
566,2019 BMW 5 Series 520d Luxury Line,2019,Comprehensive,Diesel,5,35000,First Owner,Automatic,2019,20.37,1995.0,1995.0,18774.0,45.0,0,2.2091310751104563
